cusip,first_year,last_year,null_count,total_values,percent_nulls
30063P105,1998,2024,27,324,8.333333333333332
718172109,2006,2024,21,228,9.210526315789473
832156103,1994,2023,34,360,9.444444444444445
29977A105,2004,2024,23,252,9.126984126984127
127097103,1991,2024,42,408,10.294117647058822
794004200,1989,2002,23,168,13.690476190476192
74312Y400,2010,2024,18,180,10.0
171077407,2010,2024,15,180,8.333333333333332
46527C209,2007,2024,18,216,8.333333333333332
925815102,1989,2024,46,432,10.648148148148149
450913108,1998,2024,28,324,8.641975308641975
14216R101,2011,2024,19,168,11.30952380952381
Y8897Y230,2002,2024,23,276,8.333333333333332
293712105,1998,2024,194,324,59.876543209876544
675234108,1996,2024,205,348,58.90804597701149
266605500,1998,2024,42,324,12.962962962962962
37940X102,2016,2024,9,108,8.333333333333332
536797103,1995,2024,34,360,9.444444444444445
247918105,1995,2006,53,144,36.80555555555556
41383L104,2000,2008,62,108,57.407407407407405
487836108,1985,2024,61,480,12.708333333333332
56155L108,2014,2024,11,132,8.333333333333332
29670G102,1985,2024,54,480,11.25
88650R108,2000,2008,62,108,57.407407407407405
149150104,1989,2024,266,432,61.57407407407407
803607100,1995,2024,35,360,9.722222222222223
12572Q105,2000,2024,40,300,13.333333333333334
24869P104,1989,2024,46,432,10.648148148148149
644535106,2001,2024,24,288,8.333333333333332
72346Q104,2001,2024,171,288,59.375
100557107,1994,2024,43,372,11.559139784946236
952845105,1986,2024,71,468,15.17094017094017
023608003,2001,2015,29,180,16.11111111111111
91325V108,2013,2024,35,144,24.305555555555554
97382D600,1994,2024,36,372,9.67741935483871
G0176J109,2011,2024,16,168,9.523809523809524
420476103,1999,2024,185,312,59.294871794871796
318672706,1987,2024,294,456,64.47368421052632
478160104,1985,2024,56,480,11.666666666666666
69366J200,2004,2024,77,252,30.555555555555557
829073105,1993,2024,39,384,10.15625
676118201,2004,2024,21,252,8.333333333333332
91324P102,1985,2024,78,480,16.25
126128107,1998,2024,193,324,59.5679012345679
86183P102,1995,2024,34,360,9.444444444444445
14147L108,2010,2024,15,180,8.333333333333332
60649T107,2016,2024,9,108,8.333333333333332
576323109,1993,2024,49,384,12.760416666666666
G80550109,1995,2001,10,84,11.904761904761903
164651101,2012,2024,29,156,18.58974358974359
45765U103,1998,2024,34,324,10.493827160493826
876511106,2008,2024,17,204,8.333333333333332
443320106,1996,2024,32,348,9.195402298850574
32093Y007,2011,2017,20,84,23.809523809523807
11040G103,2022,2024,3,36,8.333333333333332
634865109,1999,2024,192,312,61.53846153846154
G61188127,2002,2024,33,276,11.956521739130435
02005N100,1985,2024,102,480,21.25
892918103,1995,2024,35,360,9.722222222222223
G8726X106,2005,2024,22,240,9.166666666666666
814785309,1987,2024,135,456,29.605263157894733
15101Q207,1997,2024,32,336,9.523809523809524
30040W108,1985,2024,92,480,19.166666666666668
N01045207,2012,2023,12,144,8.333333333333332
401617105,1995,2006,15,144,10.416666666666668
156504300,2012,2024,28,156,17.94871794871795
45687V106,1994,2024,58,372,15.591397849462366
504922105,1988,2024,48,444,10.81081081081081
024928103,1993,2000,12,96,12.5
00676P107,2001,2024,24,288,8.333333333333332
60783X104,2003,2024,22,264,8.333333333333332
410120109,1988,2024,292,444,65.76576576576578
34407T104,1992,2004,19,156,12.179487179487179
552848103,1990,2024,153,420,36.42857142857142
94106L109,1987,2024,50,456,10.964912280701753
46121Y201,2006,2024,21,228,9.210526315789473
87241L109,2002,2024,24,276,8.695652173913043
26441C204,1985,2024,84,480,17.5
74727A104,2003,2024,154,264,58.333333333333336
60800C208,2013,2024,25,144,17.36111111111111
92921W300,2010,2024,15,180,8.333333333333332
62473L309,1996,2005,12,120,10.0
955465109,1989,1992,7,48,14.583333333333334
45031T872,1995,2009,18,180,10.0
608753109,1985,2014,285,360,79.16666666666666
750917106,2003,2024,25,264,9.469696969696969
93317Q105,2000,2014,25,180,13.88888888888889
382550101,1985,2024,57,480,11.875
574599106,1985,2024,57,480,11.875
M39927120,1994,2023,54,360,15.0
094235108,2010,2024,15,180,8.333333333333332
335834107,2018,2024,49,84,58.333333333333336
03799X007,1985,1990,33,72,45.83333333333333
816300107,1987,2024,158,456,34.64912280701755
362393100,2008,2019,11,144,7.638888888888889
M81873107,1998,2024,27,324,8.333333333333332
537008104,1992,2024,40,396,10.1010101010101
67576A100,2012,2024,13,156,8.333333333333332
92922P106,2002,2024,23,276,8.333333333333332
36254L308,1985,2024,57,480,11.875
92936U109,1995,2024,89,360,24.72222222222222
62886E108,1985,2024,92,480,19.166666666666668
46333X108,2007,2024,18,216,8.333333333333332
00287Y109,2010,2024,21,180,11.666666666666666
655844108,1985,2024,54,480,11.25
890110109,1985,2024,322,480,67.08333333333333
313148306,1988,2024,111,444,25.0
419879101,1994,2023,33,360,9.166666666666666
G72800108,2010,2024,20,180,11.11111111111111
02133L109,2016,2019,6,48,12.5
505743104,2011,2024,32,168,19.047619047619047
G6359F137,1998,2024,28,324,8.641975308641975
12503M108,2009,2024,17,192,8.854166666666668
G0704V202,2004,2022,33,228,14.473684210526317
989349105,1985,2000,29,192,15.104166666666666
806857108,1985,2024,54,480,11.25
33744V103,1999,2024,187,312,59.93589743589743
45784J303,1995,2024,43,360,11.944444444444445
45816D100,1986,2024,52,468,11.11111111111111
58463J304,2003,2024,55,264,20.833333333333336
050734201,2012,2024,13,156,8.333333333333332
640268108,1993,2024,41,384,10.677083333333332
845606102,1991,2000,32,120,26.666666666666668
695542100,1990,1999,18,120,15.0
42727J102,2012,2024,29,156,18.58974358974359
372910307,1995,2012,20,216,9.25925925925926
29267A203,1992,2010,24,228,10.526315789473683
00252W104,1995,2004,12,120,10.0
628778102,1986,2024,303,468,64.74358974358975
902673102,1992,2024,40,396,10.1010101010101
12599M939,1987,2019,50,396,12.626262626262626
852312305,1985,2024,54,480,11.25
578349102,1985,1993,38,108,35.18518518518518
81734P206,2005,2020,15,192,7.8125
499049104,1993,2024,38,384,9.895833333333332
520776105,1985,2024,56,480,11.666666666666666
133131102,1993,2024,91,384,23.697916666666664
83368E200,1994,2024,36,372,9.67741935483871
16943W204,1994,2006,145,156,92.94871794871796
368736104,2007,2024,18,216,8.333333333333332
376549101,2010,2024,33,180,18.333333333333332
83099X931,1995,2003,73,108,67.5925925925926
800422107,1990,1996,14,84,16.666666666666664
87288V101,2005,2024,20,240,8.333333333333332
G23773107,1995,2024,33,360,9.166666666666666
703343103,1985,2024,59,480,12.291666666666666
008875304,2013,2024,12,144,8.333333333333332
000360206,1990,2024,50,420,11.904761904761903
189464100,2009,2021,15,156,9.615384615384617
367348109,2005,2012,7,96,7.291666666666667
861572105,1985,1999,28,180,15.555555555555555
74736L109,2013,2024,12,144,8.333333333333332
829392703,2011,2024,14,168,8.333333333333332
580589109,1985,2024,107,480,22.291666666666668
690132931,1995,2001,56,84,66.66666666666666
25432X102,2003,2024,160,264,60.60606060606061
12802T101,2004,2013,11,120,9.166666666666666
40251W408,2005,2024,31,240,12.916666666666668
277276101,1988,2024,114,444,25.675675675675674
G6005C108,1997,2024,72,336,21.428571428571427
912909108,1985,2024,76,480,15.833333333333332
656553104,1985,2024,57,480,11.875
89785L107,2012,2024,13,156,8.333333333333332
42330P107,1995,2024,34,360,9.444444444444445
45685K102,2008,2024,17,204,8.333333333333332
96327X200,2012,2024,13,156,8.333333333333332
343389409,2003,2024,22,264,8.333333333333332
169656105,2003,2024,40,264,15.151515151515152
65500B103,2007,2017,13,132,9.848484848484848
686164302,2005,2016,11,144,7.638888888888889
69343T107,2013,2024,35,144,24.305555555555554
42704L104,2014,2024,11,132,8.333333333333332
852234103,2013,2024,12,144,8.333333333333332
30303M102,2010,2024,16,180,8.88888888888889
552953101,1987,2024,51,456,11.18421052631579
45841N107,2005,2024,55,240,22.916666666666664
92343E102,1995,2024,46,360,12.777777777777777
55306N104,1997,2024,31,336,9.226190476190476
32106V107,2012,2024,97,156,62.17948717948718
433245107,1996,2006,13,132,9.848484848484848
440407104,1999,2024,189,312,60.57692307692307
103304101,1998,2024,28,324,8.641975308641975
48238T109,2007,2024,22,216,10.185185185185185
228903100,1992,2024,40,396,10.1010101010101
687604108,2007,2024,24,216,11.11111111111111
87874R308,2005,2023,19,228,8.333333333333332
88338N206,2011,2024,14,168,8.333333333333332
002121101,2012,2024,22,156,14.102564102564102
302088109,1995,2000,19,72,26.38888888888889
343498101,1998,2024,28,324,8.641975308641975
591324207,1996,2004,15,108,13.88888888888889
56501R106,1997,2024,91,336,27.083333333333332
656811106,2013,2024,12,144,8.333333333333332
126408103,1985,2024,57,480,11.875
834223604,1996,2024,32,348,9.195402298850574
860630102,1994,2024,99,372,26.61290322580645
404251100,1985,2024,56,480,11.666666666666666
698884103,1985,2024,54,480,11.25
319383204,1997,2024,201,336,59.82142857142857
58506Q109,2014,2024,11,132,8.333333333333332
78408D105,1994,2024,217,372,58.333333333333336
98956P102,1999,2024,28,312,8.974358974358974
19459J104,2013,2024,12,144,8.333333333333332
823213103,2005,2009,15,60,25.0
540211109,1992,2012,27,252,10.714285714285714
488878109,1990,1999,35,120,29.166666666666668
72919P202,1998,2024,27,324,8.333333333333332
43689E107,2006,2024,135,228,59.210526315789465
G65431127,1985,2024,56,480,11.666666666666666
278865100,1987,2024,51,456,11.18421052631579
710577107,1985,2024,323,480,67.29166666666667
254709108,2013,2024,24,144,16.666666666666664
Y23592135,2004,2024,21,252,8.333333333333332
84649R200,2003,2014,13,144,9.027777777777777
28474P706,2017,2024,8,96,8.333333333333332
006848105,1998,2005,29,96,30.208333333333332
68403P203,2022,2024,3,36,8.333333333333332
180461105,1996,2000,26,60,43.333333333333336
452926108,1985,2024,94,480,19.583333333333332
717081103,1985,2024,56,480,11.666666666666666
G54950103,1991,2024,44,408,10.784313725490197
G8192H106,2011,2024,36,168,21.428571428571427
M51474118,1992,2024,39,396,9.848484848484848
18270P109,2010,2024,15,180,8.333333333333332
680665205,1985,2024,54,480,11.25
127387108,1986,2024,59,468,12.606837606837606
832110100,1985,2009,49,300,16.333333333333332
81761L102,1995,2024,104,360,28.888888888888886
69354N106,2000,2024,66,300,22.0
844895102,1985,2024,88,480,18.333333333333332
G7738W106,2003,2024,25,264,9.469696969696969
872590104,2013,2024,12,144,8.333333333333332
040413205,2013,2024,12,144,8.333333333333332
363225202,2001,2024,24,288,8.333333333333332
36162J106,1993,2024,37,384,9.635416666666668
652463100,1995,2001,43,84,51.19047619047619
198516106,1996,2024,32,348,9.195402298850574
339130106,1985,2001,33,204,16.176470588235293
D18190898,1993,2024,233,384,60.677083333333336
890023203,2012,2024,13,156,8.333333333333332
34988V106,1992,2024,41,396,10.353535353535353
00773U207,2012,2024,13,156,8.333333333333332
629377508,1998,2024,54,324,16.666666666666664
26484T106,1985,2024,59,480,12.291666666666666
911684108,1987,2024,49,456,10.74561403508772
03662Q105,1995,2024,34,360,9.444444444444445
229899109,1985,2024,300,480,62.5
011642105,2013,2024,12,144,8.333333333333332
G5753U112,2007,2024,45,216,20.833333333333336
88677Q109,2010,2024,15,180,8.333333333333332
46120E602,1998,2024,27,324,8.333333333333332
633707104,2010,2024,109,180,60.55555555555555
015271109,1995,2024,95,360,26.38888888888889
Y62132108,2011,2024,14,168,8.333333333333332
739650109,2011,2024,14,168,8.333333333333332
25754A201,2002,2024,23,276,8.333333333333332
67066G104,1996,1997,4,24,16.666666666666664
94769A101,1992,2001,46,120,38.333333333333336
084670702,1985,2024,183,480,38.125
171340102,1985,2024,54,480,11.25
95040Q104,1985,2024,135,480,28.125
163092109,2011,2024,14,168,8.333333333333332
559211305,1999,2007,8,108,7.4074074074074066
83001C108,1986,2024,54,468,11.538461538461538
09739D100,2010,2024,16,180,8.88888888888889
235774106,1993,2003,16,132,12.121212121212121
44043U209,1997,2002,38,72,52.77777777777778
379378201,2013,2024,24,144,16.666666666666664
92835K103,2008,2024,19,204,9.313725490196079
898171103,1986,1995,34,120,28.333333333333332
580135101,1985,2024,57,480,11.875
842873101,2000,2024,180,300,60.0
171484108,1993,2024,38,384,9.895833333333332
707569109,1993,2024,37,384,9.635416666666668
320734106,1985,2024,320,480,66.66666666666666
03074A102,1985,2024,321,480,66.875
63008J702,2013,2024,12,144,8.333333333333332
43114K207,2003,2020,17,216,7.87037037037037
61174X109,1990,2024,53,420,12.619047619047619
92399S914,1997,2001,39,60,65.0
042744102,1985,2024,325,480,67.70833333333334
125523100,1985,2024,163,480,33.958333333333336
577081102,1985,2024,61,480,12.708333333333332
641255880,2002,2024,23,276,8.333333333333332
45323G109,1986,1998,25,156,16.025641025641026
749227864,1997,2018,73,264,27.65151515151515
00246W103,1996,2024,32,348,9.195402298850574
09290D101,1998,2024,93,324,28.703703703703702
49271V100,2018,2024,7,84,8.333333333333332
404609109,1997,2024,32,336,9.523809523809524
624756102,1985,2024,59,480,12.291666666666666
86272C103,1995,2024,34,360,9.444444444444445
G25839104,1985,2024,56,480,11.666666666666666
035255108,1997,2024,30,336,8.928571428571429
477839104,2007,2024,19,216,8.796296296296296
M20791105,1998,2024,27,324,8.333333333333332
38000Q102,2011,2024,14,168,8.333333333333332
120084108,1985,1997,28,156,17.94871794871795
89055F103,2013,2024,14,144,9.722222222222223
410495204,1998,2024,190,324,58.64197530864198
75886F107,1990,2024,47,420,11.190476190476192
98973P309,2005,2024,20,240,8.333333333333332
224633206,1985,2024,57,480,11.875
68401P403,2001,2024,170,288,59.02777777777778
164024101,2007,2024,132,216,61.111111111111114
29414B104,2009,2024,17,192,8.854166666666668
M8740S227,1986,2024,49,468,10.47008547008547
470355207,2003,2012,9,120,7.5
46269C102,2007,2024,21,216,9.722222222222223
64111Q104,2000,2024,36,300,12.0
G66721104,2010,2024,15,180,8.333333333333332
470299108,2009,2024,118,192,61.458333333333336
45321T202,1997,2006,20,120,16.666666666666664
817732100,1985,2024,54,480,11.25
458334109,1986,2024,52,468,11.11111111111111
000868109,2001,2024,171,288,59.375
03762U105,2009,2024,37,192,19.270833333333336
68232V884,2011,2024,14,168,8.333333333333332
03769M106,2009,2024,36,192,18.75
887389104,1985,2024,56,480,11.666666666666666
651639106,1985,2024,54,480,11.25
927426106,1999,2007,62,108,57.407407407407405
195493309,1985,2008,201,288,69.79166666666666
49456B101,1985,2024,84,480,17.5
21900C308,2008,2024,17,204,8.333333333333332
88160R101,2008,2024,17,204,8.333333333333332
09227Q100,2002,2024,24,276,8.695652173913043
78467J100,1995,2024,33,360,9.166666666666666
M8216Q119,2012,2024,13,156,8.333333333333332
903293405,1985,2018,46,408,11.27450980392157
115236101,1985,2024,57,480,11.875
00912N403,2011,2024,19,168,11.30952380952381
70387R403,2014,2024,14,132,10.606060606060606
001944107,1993,1998,37,72,51.388888888888886
452308109,1985,2024,55,480,11.458333333333332
38141G104,2009,2024,32,192,16.666666666666664
784933103,1995,2023,36,348,10.344827586206897
984015602,2014,2024,11,132,8.333333333333332
30161N101,1985,2024,83,480,17.291666666666668
048209100,1992,2024,74,396,18.68686868686869
G9618E107,1985,2024,187,480,38.958333333333336
111444709,1994,2024,219,372,58.87096774193549
00902F303,1995,2024,35,360,9.722222222222223
130788102,1985,2024,56,480,11.666666666666666
M87095309,2005,2024,22,240,9.166666666666666
22002T108,1991,2024,94,408,23.03921568627451
70975L107,2013,2024,12,144,8.333333333333332
759910102,2017,2024,8,96,8.333333333333332
336160106,1985,1988,31,48,64.58333333333334
460146103,1985,2024,56,480,11.666666666666666
615369105,1998,2024,32,324,9.876543209876543
871565107,1985,2024,54,480,11.25
282644301,2014,2024,11,132,8.333333333333332
031909203,1992,2000,26,108,24.074074074074073
Y0207T100,2011,2024,16,168,9.523809523809524
380237107,2013,2024,14,144,9.722222222222223
675746606,1996,2024,212,348,60.91954022988506
M47238148,2012,2024,17,156,10.897435897435898
596304204,2005,2024,141,240,58.75
31931U102,2011,2024,98,168,58.333333333333336
41068X100,2013,2024,26,144,18.055555555555554
L5140P101,2011,2020,9,120,7.5
87815X109,1998,2007,73,120,60.83333333333333
48019R306,2010,2018,21,108,19.444444444444446
44183U209,2003,2024,22,264,8.333333333333332
629156407,1985,2024,60,480,12.5
68375N103,1994,2024,35,372,9.408602150537634
04914Y102,1997,2024,76,336,22.61904761904762
21871N101,1995,2024,40,360,11.11111111111111
30225T102,2002,2024,52,276,18.84057971014493
174903104,2019,2024,42,72,58.333333333333336
983134107,2000,2024,25,300,8.333333333333332
489398107,1991,2024,127,408,31.127450980392158
477143101,2000,2024,25,300,8.333333333333332
45068B109,1993,2015,32,276,11.594202898550725
06985P209,2003,2020,17,216,7.87037037037037
G59467202,2012,2023,12,144,8.333333333333332
338473002,1985,1996,25,144,17.36111111111111
20557T101,1985,1996,46,144,31.944444444444443
057665200,1985,2024,55,480,11.458333333333332
744320102,1999,2024,67,312,21.474358974358974
918204108,1985,2017,49,396,12.373737373737374
05368V106,1992,2024,40,396,10.1010101010101
30034T103,2003,2024,34,264,12.878787878787879
46625H100,1985,2024,293,480,61.04166666666667
743315103,1985,2024,160,480,33.33333333333333
89214P109,2005,2024,141,240,58.75
14040H105,1993,2024,117,384,30.46875
03957W106,1995,2024,34,360,9.444444444444445
143763100,1985,1994,35,120,29.166666666666668
163893209,1985,2016,49,384,12.760416666666666
682680103,2000,2024,50,300,16.666666666666664
G6593L122,2014,2024,11,132,8.333333333333332
105861306,2012,2024,13,156,8.333333333333332
156431108,1995,2024,34,360,9.444444444444445
218103109,1993,2003,15,132,11.363636363636363
403783103,2015,2024,10,120,8.333333333333332
651229106,1985,2024,56,480,11.666666666666666
835495102,1985,2024,66,480,13.750000000000002
15942R208,2006,2019,13,168,7.738095238095238
74460D109,1985,2024,134,480,27.916666666666668
337907109,1985,2008,175,288,60.763888888888886
918385204,2013,2024,12,144,8.333333333333332
369550108,1985,2024,76,480,15.833333333333332
911460103,1999,2024,190,312,60.89743589743589
59935P209,1994,2024,36,372,9.67741935483871
29664W105,2011,2024,14,168,8.333333333333332
488401100,1990,2024,155,420,36.904761904761905
78573L106,2010,2024,34,180,18.88888888888889
178867107,1999,2024,190,312,60.89743589743589
88338K103,2013,2024,12,144,8.333333333333332
01747T102,1997,2003,12,84,14.285714285714285
366505105,2015,2024,42,120,35.0
422819102,1997,2024,30,336,8.928571428571429
19699Y937,1985,1991,26,84,30.952380952380953
89417E109,1995,2024,110,360,30.555555555555557
603158106,1991,2024,42,408,10.294117647058822
816851109,1985,2024,80,480,16.666666666666664
879360105,1998,2024,28,324,8.641975308641975
03835T408,2014,2024,11,132,8.333333333333332
78454L100,1991,2024,42,408,10.294117647058822
898172937,1988,1995,27,96,28.125
29250N105,1985,2024,58,480,12.083333333333334
93964W405,2012,2020,25,108,23.14814814814815
N97284108,2009,2024,16,192,8.333333333333332
29270J100,2006,2024,19,228,8.333333333333332
74251V102,1999,2024,70,312,22.435897435897438
87918A105,2013,2024,12,144,8.333333333333332
929328102,1986,2024,317,468,67.73504273504274
277461406,1985,2024,63,480,13.125
59151K108,1985,2024,54,480,11.25
8676EP108,1985,2024,61,480,12.708333333333332
91529Y106,1985,2024,174,480,36.25
90187B804,2008,2024,39,204,19.11764705882353
948774104,1988,2003,26,192,13.541666666666666
808513105,1987,2024,169,456,37.06140350877193
45784P101,2005,2024,20,240,8.333333333333332
29402E102,1985,2024,54,480,11.25
981579105,2000,2007,40,96,41.66666666666667
22281N103,1985,2004,39,240,16.25
80880X104,2007,2024,73,216,33.7962962962963
53630X203,2011,2024,14,168,8.333333333333332
45337C102,1992,2024,43,396,10.85858585858586
761565506,2005,2017,14,156,8.974358974358974
45174J509,1985,2024,54,480,11.25
911920106,1985,1999,35,180,19.444444444444446
011659109,1985,2024,57,480,11.875
95123P106,2002,2024,161,276,58.333333333333336
Y27183600,2006,2024,22,228,9.649122807017543
018581108,1999,2024,30,312,9.615384615384617
254543101,1990,2024,44,420,10.476190476190476
925529208,1991,2000,56,120,46.666666666666664
37959R103,2001,2024,55,288,19.09722222222222
811707801,1985,2024,340,480,70.83333333333334
806407102,1994,2024,36,372,9.67741935483871
211914403,1994,2000,41,84,48.80952380952381
462260100,2009,2024,16,192,8.333333333333332
90385V107,2002,2024,25,276,9.057971014492754
68287N100,1998,2024,27,324,8.333333333333332
378973507,2004,2024,21,252,8.333333333333332
64135M105,2012,2024,13,156,8.333333333333332
81684M104,2012,2024,13,156,8.333333333333332
073334104,2003,2009,50,84,59.523809523809526
790148100,1985,2024,100,480,20.833333333333336
67077M108,1985,2024,86,480,17.916666666666668
90984P303,2000,2024,181,300,60.333333333333336
515098101,1989,2024,51,432,11.805555555555555
68572N104,2003,2018,16,192,8.333333333333332
758750103,1985,2024,63,480,13.125
410315105,1985,2016,47,384,12.239583333333332
88331E104,2003,2009,50,84,59.523809523809526
34959E109,2007,2024,18,216,8.333333333333332
00922R105,2001,2024,24,288,8.333333333333332
29446Y502,2013,2024,12,144,8.333333333333332
69478X105,1998,2024,193,324,59.5679012345679
90400D108,2011,2024,14,168,8.333333333333332
22284P105,1993,2024,42,384,10.9375
92915B106,2013,2024,15,144,10.416666666666668
674482203,1993,2024,38,384,9.895833333333332
G39637205,1997,2024,29,336,8.630952380952381
29364G103,1985,2024,87,480,18.125
510700107,2003,2024,154,264,58.333333333333336
055607105,1985,2002,34,216,15.74074074074074
25381B101,2006,2024,21,228,9.210526315789473
664121100,2004,2024,148,252,58.730158730158735
08170W932,1995,2000,49,72,68.05555555555556
44267T102,2008,2024,37,204,18.137254901960784
319593109,1985,1991,55,84,65.47619047619048
088667100,1989,1997,27,108,25.0
958043408,1985,1993,17,108,15.74074074074074
23331A109,1991,1992,7,24,29.166666666666668
02146C104,1995,2002,11,96,11.458333333333332
462726100,2003,2024,22,264,8.333333333333332
92335X100,1999,2000,1,24,4.166666666666666
628464109,1985,2024,54,480,11.25
74144T108,1985,2024,147,480,30.625000000000004
050473107,1996,2024,208,348,59.77011494252874
62945V109,2011,2024,14,168,8.333333333333332
91359V107,1997,2024,62,336,18.452380952380953
684023500,2003,2024,22,264,8.333333333333332
05969A105,2003,2024,154,264,58.333333333333336
57055L206,2002,2024,23,276,8.333333333333332
961765104,2000,2024,28,300,9.333333333333334
783549108,1985,2024,56,480,11.666666666666666
G0692U109,2002,2024,57,276,20.652173913043477
531914109,1986,2024,52,468,11.11111111111111
858927106,2013,2024,92,144,63.888888888888886
902252105,1985,2024,56,480,11.666666666666666
M22465104,1995,2024,45,360,12.5
709600100,2005,2011,14,84,16.666666666666664
784305104,1985,2024,54,480,11.25
453038408,1985,2024,56,480,11.666666666666666
573284106,1993,2024,38,384,9.895833333333332
714046109,1985,2024,61,480,12.708333333333332
126650100,1985,2024,54,480,11.25
583928106,1995,2024,111,360,30.833333333333336
74017N105,2011,2024,14,168,8.333333333333332
884903808,1985,2024,67,480,13.958333333333334
12008R107,2004,2024,21,252,8.333333333333332
86887P309,2012,2024,13,156,8.333333333333332
69318G106,2010,2024,15,180,8.333333333333332
72703H101,2013,2024,14,144,9.722222222222223
L72967109,2012,2024,13,156,8.333333333333332
140065202,1996,2007,84,144,58.333333333333336
383413937,1999,2000,1,24,4.166666666666666
563571405,1995,2024,34,360,9.444444444444445
714157203,1991,2024,42,408,10.294117647058822
74039M309,2012,2024,13,156,8.333333333333332
084680107,1999,2024,183,312,58.65384615384615
218683100,1988,2024,69,444,15.54054054054054
163072101,1991,2024,56,408,13.725490196078432
04537Y208,1998,2024,27,324,8.333333333333332
483059101,1995,2013,23,228,10.087719298245613
649445400,1993,2024,228,384,59.375
465266104,1998,2000,2,36,5.555555555555555
819047101,2012,2024,16,156,10.256410256410255
374689107,1992,2024,42,396,10.606060606060606
774515100,1996,2024,32,348,9.195402298850574
174610105,2012,2024,92,156,58.97435897435898
98419J206,1985,2024,55,480,11.458333333333332
219948106,2008,2024,17,204,8.333333333333332
00461U105,2013,2024,12,144,8.333333333333332
757209507,1997,2005,8,108,7.4074074074074066
315646109,1992,2004,19,156,12.179487179487179
031652100,1997,2024,33,336,9.821428571428571
337932107,1985,2024,80,480,16.666666666666664
512816109,1997,2024,30,336,8.928571428571429
372284208,2012,2024,26,156,16.666666666666664
31986N102,1999,2020,152,264,57.57575757575758
87538X105,1993,2024,38,384,9.895833333333332
399473206,2010,2024,17,180,9.444444444444445
521863308,2000,2013,14,168,8.333333333333332
682406103,1985,2024,115,480,23.958333333333336
74437C101,1991,2000,47,120,39.166666666666664
G48833118,1985,2024,58,480,12.083333333333334
030371108,1985,2023,53,468,11.324786324786325
671807105,2006,2024,135,228,59.210526315789465
829242106,1994,2024,36,372,9.67741935483871
197648009,1985,2004,39,240,16.25
37936U104,1994,2000,21,84,25.0
632307104,2013,2024,12,144,8.333333333333332
16115Q308,1991,2024,43,408,10.53921568627451
913483103,1992,2024,53,396,13.383838383838384
231561101,1985,2024,59,480,12.291666666666666
172062101,1985,2024,193,480,40.208333333333336
49446R109,1991,2024,122,408,29.901960784313726
320517105,1985,2024,299,480,62.291666666666664
770323103,1985,2024,54,480,11.25
96924N100,2005,2024,20,240,8.333333333333332
025537101,1985,2024,80,480,16.666666666666664
934390402,1985,2011,40,324,12.345679012345679
573913100,1988,1997,38,120,31.666666666666664
320795107,1995,2013,140,228,61.40350877192983
58502B106,1994,2024,36,372,9.67741935483871
12514G108,1992,2024,51,396,12.878787878787879
22530J309,2014,2024,11,132,8.333333333333332
92337F107,2011,2024,15,168,8.928571428571429
50212V100,2007,2024,36,216,16.666666666666664
525327102,2015,2024,10,120,8.333333333333332
23254L801,2006,2024,23,228,10.087719298245613
G6564A105,2013,2024,14,144,9.722222222222223
305560302,2000,2016,15,204,7.352941176470589
31942S104,2000,2024,179,300,59.66666666666667
153527205,1992,1994,6,36,16.666666666666664
04649A106,1999,2002,6,48,12.5
65542W206,2006,2015,20,120,16.666666666666664
361448103,1985,2024,119,480,24.791666666666668
24665A103,2004,2024,21,252,8.333333333333332
05164B106,1996,2002,19,84,22.61904761904762
33939J303,2013,2024,12,144,8.333333333333332
69331C108,1985,2024,79,480,16.458333333333332
925492100,1985,1989,14,60,23.333333333333332
65336K103,2001,2024,24,288,8.333333333333332
75915K309,2010,2024,15,180,8.333333333333332
26874E107,1995,2000,9,72,12.5
126419100,2000,2001,1,24,4.166666666666666
03879J100,1995,2024,37,360,10.277777777777777
048556104,1985,1999,59,180,32.77777777777778
09058V103,1993,2024,38,384,9.895833333333332
29530P102,1993,2024,61,384,15.885416666666666
95082P105,1997,2024,28,336,8.333333333333332
05156V102,2000,2024,25,300,8.333333333333332
G9094C104,2008,2024,17,204,8.333333333333332
037023108,1998,2008,43,132,32.57575757575758
258278100,1990,2024,44,420,10.476190476190476
90334D109,1996,2000,26,60,43.333333333333336
05329W102,1986,2024,53,468,11.324786324786325
23291C103,1994,2024,35,372,9.408602150537634
462222100,1990,2024,43,420,10.238095238095237
29268T508,1993,2024,41,384,10.677083333333332
667746101,1994,2024,36,372,9.67741935483871
898402102,1985,2024,304,480,63.33333333333333
35909D109,1996,2024,51,348,14.655172413793101
680277100,1993,2024,231,384,60.15625
302941109,1995,2024,34,360,9.444444444444445
488035106,1995,2000,9,72,12.5
168910206,2007,2012,11,72,15.277777777777779
518613203,2014,2024,11,132,8.333333333333332
843576109,1993,1997,34,60,56.666666666666664
319417101,1985,1991,41,84,48.80952380952381
319835104,2000,2024,177,300,59.0
373678606,1995,2024,44,360,12.222222222222221
680033107,1987,2024,283,456,62.06140350877193
062540109,1985,2024,305,480,63.541666666666664
74342L105,1994,1999,30,72,41.66666666666667
431032101,1992,2001,43,120,35.833333333333336
077454106,1992,2024,42,396,10.606060606060606
749361200,1995,2009,20,180,11.11111111111111
23725P209,2013,2024,12,144,8.333333333333332
16119P108,1998,2024,31,324,9.5679012345679
31983A103,1999,2024,192,312,61.53846153846154
402307102,1995,2024,34,360,9.444444444444445
